generic_name,cell_line,replicate,GR_AOC,GRmax,GEC50,GR50
ribociclib,HCC1187,3,0.03327228408750594,0.9607112533002076,0.0,100.0
ribociclib,HCC1395,1,0.2986521073351601,0.4222050386232501,61.29473127718312,5.930922543271066
ribociclib,HCC1395,2,0.3274046550145638,0.414919157873936,0.0,100.0
ribociclib,HCC1395,3,0.3422135477929509,0.3720553798172557,0.013598353256204667,41.74797234270288
ribociclib,HCC1419,1,0.2722329380946858,0.4984186503975201,0.03456553253948599,100.0
ribociclib,HCC1419,2,0.2819309822235734,0.5253329750437838,0.025435145103916378,100.0
ribociclib,HCC1419,3,0.3252601733026036,0.4927554491805215,0.10104566666680923,11.846910981586545
ribociclib,HCC1569,1,-0.04360755382527148,0.8597002635574542,0.0,100.0
ribociclib,HCC1569,2,-0.03565099258433732,1.0090980252260435,0.0,100.0
ribociclib,HCC1569,3,-0.13017799605437874,0.8215294955107769,0.0,100.0
ribociclib,HCC1806,1,0.11894039314360605,0.7372084408750306,0.6658400850341115,100.0
ribociclib,HCC1806,2,0.15946071157926195,0.6108416390239155,777.6407835753968,109.1223034198604
ribociclib,HCC1806,3,0.1432388782771893,0.6991522244122088,1000.0,104199.44406393637
ribociclib,HCC1937,1,0.011704630724039315,1.0504361411919558,0.0,100.0
ribociclib,HCC1937,2,0.056501502315670415,1.00705350521657,0.0,100.0
ribociclib,HCC1937,3,-0.02132453497001694,1.0190698454164917,0.0,100.0
ribociclib,HCC1954,1,0.2990811099530847,0.5189210436616323,0.0,100.0
ribociclib,HCC1954,2,0.3474903938094086,0.5279333490162121,0.0,100.0
ribociclib,HCC1954,3,0.28011887110710537,0.5724143012712091,1000.0,621.538535422776
ribociclib,HCC202,1,0.14119035439354977,0.8132009487876848,0.0,100.0
ribociclib,HCC202,2,0.042811735302434456,0.8290170863586208,0.0,100.0
ribociclib,HCC202,3,0.1459815556610391,0.6513186224493497,0.0,100.0
ribociclib,HCC38,1,0.47679837239842454,0.2545432597103467,0.7859707460617709,0.1800453832672303
ribociclib,HCC38,2,0.3989606719380029,0.2389696049167347,412.3554150211214,0.7202322070393075
